run,param_group,param_value,stage,kind,gas in pressure[kpa],gas in temp[째C],gas in enthalpy[kJ/kg],gas out pressure[kpa],gas out temp[째C],gas out enthalpy[kJ/kg],water in temp[째C],water in enthalpy[kJ/kg],water in pressure[kpa],water out temp[째C],water out enthalpy[kJ/kg],water out pressure[kpa],gas avg velocity[m/s],water avg velocity[m/s],pressure drop fric[kpa],pressure drop minor[kpa],pressure drop total[kpa],water pressure drop fric[kpa],water pressure drop minor[kpa],water pressure drop total[kpa],Q conv[MW],Q rad[MW],Q total[MW],UA[MW/K],steam capacity[t/h]
excess_air_1.2,excess_air,1.2,HX_6,economiser,101.19887550445719,227.17898050355916,224.1562885878361,84.92002646304142,158.94971563751977,147.46353491827938,104.79547314070487,440.0,1000.0560616130049,124.42895197141138,523.1630243029025,999.9999927992161,54.93824010039068,0.03362351073900294,-10.892913250227531,-5.385935791188247,-16.27884904141578,-0.05510561883393642,-0.0009631949548554338,-0.056068813788791846,0.15571120673291478,0.00010958402673395892,0.15582079075964875,0.002182044927658414,
excess_air_1.3,excess_air,1.3,HX_1,single_tube,101.325,1691.8298080846498,2133.184124029639,101.32171704846246,906.3888997643925,1052.9149197525041,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,6.053861156068094,,-0.00036657932606277207,-0.0029163722114909536,-0.0032829515375537256,,,,0.12432750767864871,2.2444120676766923,2.3687395753553426,0.0021661706508245516,3.79441059722254
excess_air_1.3,excess_air,1.3,HX_2,reversal_chamber,101.32171704846246,906.3888997643925,1052.9149197525041,101.32109264055737,853.2989956603384,983.6915124649436,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,3.676179123424064,,-2.2368343898538556e-05,-0.0006020395611705091,-0.0006244079050690477,,,,0.011731672027858997,0.14005663821624353,0.15178831024410253,0.0002151273773874658,0.24314499530338848
excess_air_1.3,excess_air,1.3,HX_3,tube_bank,101.32109264055737,853.2989956603384,983.6915124649436,101.24785721277478,360.1053079610854,374.7620215952762,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,9.803425764482405,,-0.043748101754011955,-0.029487326028554403,-0.07323542778256635,,,,1.110916258147305,0.2243022257484851,1.3352184838957901,0.0034727014081076444,2.1388451552938554
excess_air_1.3,excess_air,1.3,HX_4,reversal_chamber,101.24785721277478,360.1053079610854,374.7620215952762,101.24751643641798,355.38163078742446,369.27413698284073,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,2.01462784794321,,-1.114987836277599e-05,-0.0003296264784324369,-0.0003407763567952129,,,,0.002527820463461234,0.00950566376011678,0.012033484223578014,6.749785090463547e-05,0.019276065859880377
excess_air_1.3,excess_air,1.3,HX_5,tube_bank,101.24751643641798,355.38163078742446,369.27413698284073,101.1777937123544,231.35143884286663,227.46649066880624,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,7.839917808588855,,-0.04166971630915635,-0.028053007754407215,-0.06972272406356356,,,,0.29150219659392157,0.019443852956190742,0.3109460495501121,0.0030318670539616847,0.49809485088728495
excess_air_1.3,excess_air,1.3,HX_6,economiser,101.1777937123544,231.35143884286663,227.46649066880624,81.86919436480551,163.16068537863322,151.24666506853094,104.7954732574446,440.0,1000.0553959285537,125.99997488918052,529.8456234847313,999.9999828073634,60.56653744881342,0.03340865162101821,-12.885264976416439,-6.4233343711324355,-19.308599347548874,-0.05446290895231956,-0.0009502122380441169,-0.05541312119036366,0.16702278576545032,0.00010679111280868496,0.16712957687825905,0.002225990313873529,
fouling_1,fouling,1.0,HX_1,single_tube,101.325,1981.2459839107391,2612.28925950519,101.32249180181356,860.8685681096794,1014.0189711586983,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,5.041041876271002,,-0.00026185672299712965,-0.0022463414634468198,-0.0025081981864439494,,,,0.10851106743142605,2.7528525129578587,2.8613635803892845,0.0024132116886717257,4.550162898827438
fouling_1,fouling,1.0,HX_2,reversal_chamber,101.32249180181356,860.8685681096794,1014.0189711586983,101.32208927369891,804.1367185550602,938.9043828879011,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,2.898236977022768,,-1.4955271904767272e-05,-0.0003875728427669513,-0.00040252811467171855,,,,0.009455548958115801,0.12502118354804273,0.1344767325061585,0.00020441429876645088,0.21384595903810907
fouling_1,fouling,1.0,HX_3,tube_bank,101.32208927369891,804.1367185550602,938.9043828879011,101.27409313231317,332.77722753950354,349.3886892329869,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,7.668487032500493,,-0.029064536136726354,-0.018931605248974567,-0.04799614138570092,,,,0.8443481148932045,0.21105458974401692,1.0554027046372212,0.0030584707659601987,1.6783096922304002
fouling_1,fouling,1.0,HX_4,reversal_chamber,101.27409313231317,332.77722753950354,349.3886892329869,101.27387404569274,328.16485678641834,343.960936132601,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.5845727337404074,,-7.407241662822478e-06,-0.00021167937876874612,-0.0002190866204315686,,,,0.0018345085190495597,0.00788275563113852,0.00971726415018808,6.436104486241858e-05,0.015452469975268338
fouling_1,fouling,1.0,HX_5,tube_bank,101.27387404569274,328.16485678641834,343.960936132601,101.22751878999114,220.5082684411713,219.0618028328442,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,6.235948875367701,,-0.02809386681231517,-0.018261388889246992,-0.04635525570156216,,,,0.20594360480125387,0.017661820670933286,0.2236054254721872,0.002649887293612528,0.3555791084828333
fouling_1,fouling,1.0,HX_6,economiser,101.22751878999114,220.5082684411713,219.0618028328442,88.87846565834099,152.38352541432988,141.6869292016374,104.79547299623715,440.0,1000.0568854105127,122.08677760733354,513.2085938766146,999.9999931831245,47.03790833305927,0.03391426148608761,-8.296722409394967,-4.052330722255164,-12.34905313165013,-0.055911202858177814,-0.0009810245300526522,-0.05689222738823048,0.13840935512194924,0.00011394144671264829,0.13852329656866186,0.002109939784710054,
fouling_5,fouling,5.0,HX_1,single_tube,101.325,1981.2459839107391,2612.28925950519,101.32246310867487,966.414927565651,1155.7265896411711,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,5.517016963558387,,-0.0002905498616863133,-0.0022463414634468198,-0.002536891325133133,,,,0.07263152586547761,2.535034656416669,2.607666182282147,0.00209313795746261,4.163611584014016
fouling_5,fouling,5.0,HX_2,reversal_chamber,101.32246310867487,966.414927565651,1155.7265896411711,101.32202394876956,898.3045970083159,1063.9966980348797,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,3.1599355822242345,,-1.6536441747707653e-05,-0.0004226234635688658,-0.00043915990531657344,,,,0.008579535379278198,0.15564337232000242,0.16422290769928063,0.00021717917778012492,0.262211630270399
fouling_5,fouling,5.0,HX_3,tube_bank,101.32202394876956,898.3045970083159,1063.9966980348797,101.27014323079018,366.21792720465555,388.9373094692971,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,8.227343924867235,,-0.031611268103539474,-0.020269449875877605,-0.05188071797941708,,,,0.9238137604364445,0.28473676298059825,1.2085505234170433,0.0029764960327809866,1.9296699068903111
fouling_5,fouling,5.0,HX_4,reversal_chamber,101.27014323079018,366.21792720465555,388.9373094692971,101.26991213117451,360.4637165962571,382.1073503499678,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.670911490475949,,-7.878725371378073e-06,-0.0002232208902729854,-0.00023109961564436347,,,,0.0021211926696561518,0.010106430008721742,0.012227622678377893,6.64956130957633e-05,0.01952361532107262
fouling_5,fouling,5.0,HX_5,tube_bank,101.26991213117451,360.4637165962571,382.1073503499678,101.2215609178177,233.3552010645916,233.79191586819385,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,6.482847794265536,,-0.029418162552334877,-0.018933050804491938,-0.048351213356826815,,,,0.24268904127992,0.02283829667667689,0.2655273379565969,0.00250613720153075,0.4239625101173595
fouling_5,fouling,5.0,HX_6,economiser,101.2215609178177,233.3552010645916,233.79191586819385,88.64675551318481,157.04257568243509,146.94051946176356,104.79547290539216,440.0,1000.0574034370321,124.2398210501189,522.3588331354424,999.9999976540709,47.853326007218726,0.03388069317789413,-8.450683326979076,-4.124122077653778,-12.574805404632855,-0.05642793203132804,-0.0009778509300641949,-0.05740578296139225,0.1553538230456252,0.00013517555011472967,0.1554889985957399,0.0021449122196254672,
fouling_10,fouling,10.0,HX_1,single_tube,101.325,1981.2459839107391,2612.28925950519,101.32243106935022,1133.967303542664,1385.457393007567,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,6.0471272972110235,,-0.00032258918628676604,-0.0022463414634468198,-0.0025689306497335856,,,,0.04565733308985809,2.1507246349945546,2.1963819680844128,0.0016303105044221935,3.5302801871489535
fouling_10,fouling,10.0,HX_2,reversal_chamber,101.32243106935022,1133.967303542664,1385.457393007567,101.32193264386723,1053.1586653235631,1273.969598676472,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,3.5833414452214214,,-1.9136909198640025e-05,-0.0004792885738054248,-0.0004984254830040648,,,,0.006744859205098315,0.19285038109698413,0.1995952403020824,0.0002180537658346556,0.3208126512266992
fouling_10,fouling,10.0,HX_3,tube_bank,101.32193264386723,1053.1586653235631,1273.969598676472,101.26381062330286,418.23784322596566,451.1567593415971,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,9.109515163426547,,-0.03570264843322575,-0.02241937213119851,-0.05812202056442427,,,,1.0360808882332353,0.4369908120893732,1.4730717003226084,0.0029248065659286506,2.3676919194680184
fouling_10,fouling,10.0,HX_4,reversal_chamber,101.26381062330286,418.23784322596566,451.1567593415971,101.26356085080873,410.5704911060071,441.9319698198587,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.8050518563344768,,-8.618920108774295e-06,-0.00024115357399157676,-0.00024977249410035107,,,,0.002505495095232073,0.014009539994693218,0.016515035089925294,7.027669521569473e-05,0.026544882454522266
fouling_10,fouling,10.0,HX_5,tube_bank,101.26356085080873,410.5704911060071,441.9319698198587,101.21204684318843,254.0839378780846,257.6561781419772,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,6.871372101171151,,-0.03152059662737503,-0.01999341099289966,-0.05151400762027469,,,,0.29762010656621996,0.03228660940810319,0.3299067159743229,0.00235782465772643,0.5302643893162615
fouling_10,fouling,10.0,HX_6,economiser,101.21204684318843,254.0839378780846,257.6561781419772,88.26474709809362,164.53140668953125,155.39639323596285,104.7954727524571,440.0,1000.058275518107,127.75069641949244,537.2980644252539,999.9999923393212,49.207169554866816,0.03383398716044984,-8.706985847259515,-4.240313897835314,-12.94729974509483,-0.0573099291321628,-0.0009732496537385997,-0.05828317878590141,0.1829006527883558,0.00017379465961598432,0.18307444744797172,0.0022002833022442938,
fuel_flow_0.025kgs,fuel_flow,0.025,HX_1,single_tube,101.325,1981.2459839107391,2612.28925950519,101.3248447003047,450.06978365149325,489.65657248485604,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,0.8630240166551708,,-1.490335382215178e-05,-0.00014039634146542624,-0.00015529969528757802,,,,0.019603720463354492,0.9304270562016529,0.9500307766650077,0.0010771143265138957,1.505074117559121
fuel_flow_0.025kgs,fuel_flow,0.025,HX_2,reversal_chamber,101.3248447003047,450.06978365149325,489.65657248485604,101.3248284716823,414.5506014008529,446.71819373460346,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,0.46228294840506623,,-7.740677601307454e-07,-1.545455462659763e-05,-1.6228622386728375e-05,,,,0.0011041561254468936,0.018113859060331725,0.01921801518577862,7.571868335868012e-05,0.03044589497248748
fuel_flow_0.025kgs,fuel_flow,0.025,HX_3,tube_bank,101.3248284716823,414.5506014008529,446.71819373460346,101.3228465281036,230.77948685629394,230.83498586490845,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.4178476479671316,,-0.0011070190418462772,-0.0008749245368767248,-0.001981943578723002,,,,0.06220476153238639,0.03441850859019476,0.09662327012258115,0.0007854141176488165,0.15307418095013886
fuel_flow_0.025kgs,fuel_flow,0.025,HX_4,reversal_chamber,101.3228465281036,230.77948685629394,230.83498586490845,101.32283501613479,226.84060015295853,226.316680058816,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,0.32924766427195595,,-5.160858954333127e-07,-1.099588291817e-05,-1.1511968813603311e-05,,,,0.0001946812496674294,0.0018275906837804052,0.0020222719334478346,4.0875155597765735e-05,0.003203758468102567
fuel_flow_0.025kgs,fuel_flow,0.025,HX_5,tube_bank,101.32283501613479,226.84060015295853,226.316680058816,101.32027509519861,188.40509501446581,182.4484217716232,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.3825062531816825,,-0.0015390088464398714,-0.0010209120896874737,-0.002559920936127345,,,,0.01600576383677873,0.0036284497302237788,0.019634213567002515,0.0008559281853166839,0.031105251939373378
fuel_flow_0.025kgs,fuel_flow,0.025,HX_6,economiser,101.32027509519861,188.40509501446581,182.4484217716232,100.55668315211528,127.5264078768405,113.74794815540035,104.79548146166155,440.0,1000.008613037039,119.99937291281316,504.34517712402516,1000.0000001559715,10.354250364533689,0.008563010312002923,-0.5397004844616456,-0.22389145862169468,-0.7635919430833403,-0.008550368132631131,-6.25129347414266e-05,-0.00861288106737256,0.030698126541081755,5.0280620128309183e-05,0.03074840716121006,0.0009132665918494009,
fuel_flow_0.05kgs,fuel_flow,0.05,HX_1,single_tube,101.325,1981.2459839107391,2612.28925950519,101.32437522827499,634.5659403410903,719.1863847904852,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,2.114185861199842,,-6.318635914011061e-05,-0.0005615853658617049,-0.0006247717250018155,,,,0.04861678025872148,1.6459825795973657,1.6945993598560865,0.001646614219586243,2.6898849172067965
fuel_flow_0.05kgs,fuel_flow,0.05,HX_2,reversal_chamber,101.32437522827499,634.5659403410903,719.1863847904852,101.3242943511271,587.4944427587183,659.6100774547663,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.1587597221298833,,-3.3948254954891017e-06,-7.748232237661251e-05,-8.087714787210161e-05,,,,0.003467046076357797,0.049862322624250784,0.053329368700608594,0.00012285682598963765,0.08465119715618785
fuel_flow_0.05kgs,fuel_flow,0.05,HX_3,tube_bank,101.3242943511271,587.4944427587183,659.6100774547663,101.31350914790046,263.76807417653197,268.8469178999388,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,3.2149500432393445,,-0.006789697489604422,-0.003995505737033448,-0.01078520322663787,,,,0.26851060677746774,0.08127864164338335,0.349789248420851,0.0016599311047737911,0.5552302484100157
fuel_flow_0.05kgs,fuel_flow,0.05,HX_4,reversal_chamber,101.31350914790046,263.76807417653197,268.8469178999388,101.3134603836792,259.9130030656071,264.38888047277413,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,0.7019216054893348,,-1.8807256182080879e-06,-4.688349561618091e-05,-4.8764221234389006e-05,,,,0.000566003090281055,0.0034245917716597355,0.003990594861940791,4.842549814207236e-05,0.006334382736182007
fuel_flow_0.05kgs,fuel_flow,0.05,HX_5,tube_bank,101.3134603836792,259.9130030656071,264.38888047277413,101.30165329404392,197.47033113833885,192.75936578725978,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,2.8737086199285917,,-0.007574782178451808,-0.004232307456814121,-0.01180708963526593,,,,0.0568644378214504,0.007254304963670549,0.06411874278512093,0.0015309681182209046,0.10177747213512821
fuel_flow_0.05kgs,fuel_flow,0.05,HX_6,economiser,101.30165329404392,197.47033113833885,192.75936578725978,98.37263611857803,132.3636614698218,119.1731969682346,104.79547994247548,440.0,1000.0172758882287,121.09940963890898,509.0151387742255,1000.0000003166323,21.292554713587286,0.017108791656426713,-2.010060491545075,-0.9189566839208401,-2.9290171754659147,-0.017026062245675412,-0.00024950935069798007,-0.01727557159637339,0.06579682952038955,7.33844659378151e-05,0.06587021398632735,0.0016139363088409652,
fuel_flow_0.075kgs,fuel_flow,0.075,HX_1,single_tube,101.325,1981.2459839107387,2612.289259505189,101.32359083052278,762.5385869323549,884.3229260406189,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,3.5276700010969684,,-0.00014560240402495509,-0.0012635670731888345,-0.0014091694772137894,,,,0.0786401849329865,2.241527422063816,2.320167606996802,0.002071405772719017,3.6864620097423826
fuel_flow_0.075kgs,fuel_flow,0.075,HX_2,reversal_chamber,101.32359083052278,762.5385869323549,884.3229260406189,101.32338376450053,709.458062190926,815.2949687218792,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.9838540609197737,,-8.088678260005724e-06,-0.00019897734396122138,-0.0002070660222212271,,,,0.006329814367096645,0.08635511902037939,0.09268493338747603,0.00016540972151894213,0.147265001363716
fuel_flow_0.075kgs,fuel_flow,0.075,HX_3,tube_bank,101.32338376450053,709.458062190926,815.2949687218792,101.29739669072906,300.0274077300022,310.989056159073,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,5.329270406088172,,-0.01608760098650899,-0.009899472784925091,-0.02598707377143408,,,,0.5345889350794912,0.14255057884410843,0.6771395139235992,0.0023818615125538126,1.0758917096536347
fuel_flow_0.075kgs,fuel_flow,0.075,HX_4,reversal_chamber,101.29739669072906,300.0274077300022,310.989056159073,101.29727991242198,295.7548987663148,306.00325146426076,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.1240214968328228,,-4.162215363950996e-06,-0.00011261609167790423,-0.00011677830704185522,,,,0.001133566486624386,0.005560969031572341,0.006694535518196725,5.6537284945898695e-05,0.010636796577229896
fuel_flow_0.075kgs,fuel_flow,0.075,HX_5,tube_bank,101.29727991242198,295.7548987663148,306.00325146426076,101.27120117138087,208.8970992886854,205.78744688962354,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,4.49829554495215,,-0.016171941523083218,-0.009906799518057046,-0.02607874104114026,,,,0.12237520641713485,0.01218616950745577,0.13456137592459058,0.0021127848665712383,0.2138015369358401
fuel_flow_0.075kgs,fuel_flow,0.075,HX_6,economiser,101.27120117138087,208.8970992886854,205.78744688962354,94.57286115561192,142.1098148400198,130.12118869383448,104.79547809917091,440.0,1000.0277869614524,121.63014978104474,511.2690339615132,999.9999998940676,33.45143865378639,0.02555032698563787,-4.538997363308404,-2.1593426524605395,-6.6983400157689434,-0.027230333976265585,-0.0005567334084288296,-0.027787067384694417,0.10150412523851944,9.416380532214251e-05,0.10159828904384156,0.0018944410488590155,
fuel_flow_0.1kgs,fuel_flow,0.1,HX_1,single_tube,101.325,1981.2459839107391,2612.28925950519,101.32249180181356,860.8685681096794,1014.0189711586983,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,5.041041876271002,,-0.00026185672299712965,-0.0022463414634468198,-0.0025081981864439494,,,,0.10851106743142605,2.7528525129578587,2.8613635803892845,0.0024132116886717257,4.550162898827438
fuel_flow_0.1kgs,fuel_flow,0.1,HX_2,reversal_chamber,101.32249180181356,860.8685681096794,1014.0189711586983,101.32208927369891,804.1367185550602,938.9043828879011,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,2.898236977022768,,-1.4955271904767272e-05,-0.0003875728427669513,-0.00040252811467171855,,,,0.009455548958115801,0.12502118354804273,0.1344767325061585,0.00020441429876645088,0.21384595903810907
fuel_flow_0.1kgs,fuel_flow,0.1,HX_3,tube_bank,101.32208927369891,804.1367185550602,938.9043828879011,101.27409313231317,332.77722753950354,349.3886892329869,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,7.668487032500493,,-0.029064536136726354,-0.018931605248974567,-0.04799614138570092,,,,0.8443481148932045,0.21105458974401692,1.0554027046372212,0.0030584707659601987,1.6783096922304002
fuel_flow_0.1kgs,fuel_flow,0.1,HX_4,reversal_chamber,101.27409313231317,332.77722753950354,349.3886892329869,101.27387404569274,328.16485678641834,343.960936132601,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,1.5845727337404074,,-7.407241662822478e-06,-0.00021167937876874612,-0.0002190866204315686,,,,0.0018345085190495597,0.00788275563113852,0.00971726415018808,6.436104486241858e-05,0.015452469975268338
fuel_flow_0.1kgs,fuel_flow,0.1,HX_5,tube_bank,101.27387404569274,328.16485678641834,343.960936132601,101.22751878999114,220.5082684411713,219.0618028328442,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,6.235948875367701,,-0.02809386681231517,-0.018261388889246992,-0.04635525570156216,,,,0.20594360480125387,0.017661820670933286,0.2236054254721872,0.002649887293612528,0.3555791084828333
fuel_flow_0.1kgs,fuel_flow,0.1,HX_6,economiser,101.22751878999114,220.5082684411713,219.0618028328442,88.87846565834099,152.38352541432988,141.6869292016374,104.79547299623715,440.0,1000.0568854105127,122.08677760733354,513.2085938766146,999.9999931831245,47.03790833305927,0.03391426148608761,-8.296722409394967,-4.052330722255164,-12.34905313165013,-0.055911202858177814,-0.0009810245300526522,-0.05689222738823048,0.13840935512194924,0.00011394144671264829,0.13852329656866186,0.002109939784710054,
fuel_flow_0.125kgs,fuel_flow,0.125,HX_1,single_tube,101.325,1981.2459839107387,2612.289259505189,101.32107864221204,940.5044817734841,1120.7116503206535,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,6.623518538980691,,-0.00041144925128662913,-0.003509908536635657,-0.003921357787922286,,,,0.13786790357387038,3.2000733386082163,3.3379412421820898,0.0026990699779689017,5.312553038891556
fuel_flow_0.125kgs,fuel_flow,0.125,HX_2,reversal_chamber,101.32107864221204,940.5044817734841,1120.7116503206535,101.32040600636532,881.4848248371201,1041.502428069094,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,3.8802081702706395,,-2.404710392655319e-05,-0.0006485887428229821,-0.0006726358467495354,,,,0.012729711101952802,0.16452942121030711,0.17725913231225998,0.00024046424185733366,0.2821195682345706
fuel_flow_0.125kgs,fuel_flow,0.125,HX_3,tube_bank,101.32040600636532,881.4848248371201,1041.502428069094,101.24287771253947,362.53150109988746,384.5605152360462,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,10.191019543952134,,-0.04616723921052071,-0.03136105461525751,-0.07752829382577822,,,,1.185569282935035,0.28457450571104237,1.470143788646077,0.0037036072907043007,2.3398305378418054
fuel_flow_0.125kgs,fuel_flow,0.125,HX_4,reversal_chamber,101.24287771253947,362.53150109988746,384.5605152360462,101.24251896681118,357.6360447631788,378.75483523741553,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,2.0785328312359193,,-1.1661983052623316e-05,-0.0003470837452329073,-0.0003587457282855306,,,,0.0026447768022758345,0.010347552868051335,0.012992329670327173,7.193574847560824e-05,0.020678147236425286
fuel_flow_0.125kgs,fuel_flow,0.125,HX_5,tube_bank,101.24251896681118,357.6360447631788,378.75483523741553,101.16955268394746,231.94176378902512,232.1690564900986,179.88563239146657,762.6828443354104,1000.0,179.88563239146657,762.6828443354104,1000.0,8.07609299406061,,-0.0434743909830584,-0.029491891880637104,-0.0729662828636955,,,,0.3044694624511684,0.023568984304958775,0.32803844675612703,0.00315910703208667,0.5220947646305095
fuel_flow_0.125kgs,fuel_flow,0.125,HX_6,economiser,101.16955268394746,231.94176378902512,232.1690564900986,80.83787199783374,162.5410654850753,153.1476586654312,104.79546392745965,440.0,1000.1085982821822,122.5367424119014,515.1202144010625,1000.0000002092156,62.61856539284429,0.04219809401415913,-13.556546158592996,-6.775134527520711,-20.331680686113707,-0.10707930363052003,-0.0015187693362032017,-0.10859807296672326,0.1767060185416599,0.00013278905497747425,0.17683880759663742,0.002282179153018917,
